text,label
"def parse_data_uri(uri: str) -> Tuple[str | None, Dict[str, str], bytes]:
    if not uri.startswith(""data:""):
        raise ValueError(""Not a data URI"")

    header, _, data = uri.partition("","")
    if not _:
        raise ValueError(""Malformed data URI, missing ',' separator"")

    meta = header[5:]  # Strip 'data:'
    parts = meta.split("";"")

    is_base64 = False
    # Ends with base64?
    if parts[-1] == ""base64"":
        parts.pop()
        is_base64 = True

    mime_type = None  # Normally this would default to text/plain but we won't assume
    if len(parts) and len(parts[0]) > 0:
        # First part is the mime type
        mime_type = parts.pop(0)

    attributes: Dict[str, str] = {}
    for part in parts:
        # Handle key=value pairs in the middle
        if ""="" in part:
            key, value = part.split(""="", 1)
            attributes[key] = value
        elif len(part) > 0:
            attributes[part] = """"

    content = base64.b64decode(data) if is_base64 else unquote_to_bytes(data)

    return mime_type, attributes, content",human
"import base64
import os
from typing import Tuple, Dict
from urllib.request import url2pathname
from urllib.parse import urlparse, unquote_to_bytes",human
"from urllib.request import url2pathname
from urllib.parse import urlparse, unquote_to_bytes
def file_uri_to_path(file_uri: str) -> Tuple[str | None, str]:",human
"def file_uri_to_path(file_uri: str) -> Tuple[str | None, str]:
    """"""Convert a file URI to a local file path""""""
    parsed = urlparse(file_uri)
    if parsed.scheme != ""file"":",human
"parsed = urlparse(file_uri)
    if parsed.scheme != ""file"":
        raise ValueError(f""Not a file URL: {file_uri}"")
    netloc = parsed.netloc if parsed.netloc else None",human
"netloc = parsed.netloc if parsed.netloc else None
    path = os.path.abspath(url2pathname(parsed.path))
    return netloc, path",human
"return netloc, path
def parse_data_uri(uri: str) -> Tuple[str | None, Dict[str, str], bytes]:
    if not uri.startswith(""data:""):",human
"def parse_data_uri(uri: str) -> Tuple[str | None, Dict[str, str], bytes]:
    if not uri.startswith(""data:""):
        raise ValueError(""Not a data URI"")
    header, _, data = uri.partition("","")",human
"header, _, data = uri.partition("","")
    if not _:
        raise ValueError(""Malformed data URI, missing ',' separator"")",human
"raise ValueError(""Malformed data URI, missing ',' separator"")
    meta = header[5:]  # Strip 'data:'
    parts = meta.split("";"")",human
"parts = meta.split("";"")
    is_base64 = False
    if parts[-1] == ""base64"":",human
"if parts[-1] == ""base64"":
        parts.pop()
        is_base64 = True",human
"is_base64 = True
    mime_type = None  # Normally this would default to text/plain but we won't assume
    if len(parts) and len(parts[0]) > 0:",human
"if len(parts) and len(parts[0]) > 0:
        mime_type = parts.pop(0)
    attributes: Dict[str, str] = {}",human
"attributes: Dict[str, str] = {}
    for part in parts:
        if ""="" in part:",human
"if ""="" in part:
            key, value = part.split(""="", 1)
            attributes[key] = value
        elif len(part) > 0:",human
"attributes[key] = value
        elif len(part) > 0:
            attributes[part] = """"
    content = base64.b64decode(data) if is_base64 else unquote_to_bytes(data)",human
"content = base64.b64decode(data) if is_base64 else unquote_to_bytes(data)
    return mime_type, attributes, content",human
"return mime_type, attributes, content",human
"import base64
import os
from typing import Tuple, Dict
from urllib.request import url2pathname",human
"from urllib.request import url2pathname
from urllib.parse import urlparse, unquote_to_bytes",human
"def file_uri_to_path(file_uri: str) -> Tuple[str | None, str]:
    """"""Convert a file URI to a local file path""""""
    parsed = urlparse(file_uri)",human
"parsed = urlparse(file_uri)
    if parsed.scheme != ""file"":
        raise ValueError(f""Not a file URL: {file_uri}"")",human
"return netloc, path
def parse_data_uri(uri: str) -> Tuple[str | None, Dict[str, str], bytes]:",human
"def parse_data_uri(uri: str) -> Tuple[str | None, Dict[str, str], bytes]:
    if not uri.startswith(""data:""):
        raise ValueError(""Not a data URI"")",human
"parts = meta.split("";"")
    is_base64 = False",human
"if len(parts) and len(parts[0]) > 0:
        mime_type = parts.pop(0)",human
"attributes: Dict[str, str] = {}
    for part in parts:",human
"if ""="" in part:
            key, value = part.split(""="", 1)
            attributes[key] = value",human
"attributes[key] = value
        elif len(part) > 0:
            attributes[part] = """"",human
"def get_version() -> str:
    """"""Fetch the version number of the installed package.""""""
    try:
        return pkg_version(""sherlock_project"")
    except PackageNotFoundError:
        pyproject_path: pathlib.Path = pathlib.Path(__file__).resolve().parent.parent / ""pyproject.toml""
        with pyproject_path.open(""rb"") as f:
            pyproject_data = tomli.load(f)
        return pyproject_data[""tool""][""poetry""][""version""]",human
""""""" Sherlock Module

This module contains the main logic to search for usernames at social
networks.

""""""

from importlib.metadata import version as pkg_version, PackageNotFoundError
import pathlib
import tomli


def get_version() -> str:
    """"""Fetch the version number of the installed package.""""""
    try:
        return pkg_version(""sherlock_project"")
    except PackageNotFoundError:
        pyproject_path: pathlib.Path = pathlib.Path(__file__).resolve().parent.parent / ""pyproject.toml""
        with pyproject_path.open(""rb"") as f:
            pyproject_data = tomli.load(f)
        return pyproject_data[""tool""][""poetry""][""version""]

# This variable is only used to check for ImportErrors induced by users running as script rather than as module or package
import_error_test_var = None

__shortname__   = ""Sherlock""
__longname__    = ""Sherlock: Find Usernames Across Social Networks""
__version__     = get_version()

forge_api_latest_release = ""https://api.github.com/repos/sherlock-project/sherlock/releases/latest""",human
